samples	symbol	Mutation	CNA Status	Expression
TCGA-32-5222	FANCA	-	-	-0.285
TCGA-32-5222	FBN2	-	-	-0.043
TCGA-32-5222	FBXO11	-	-	0.33
TCGA-32-5222	FES	-	-	-0.17
TCGA-32-5222	FGFR3	-	-	0.064
TCGA-32-5222	FLT3	-	-	-0.004
TCGA-32-5222	FOXA2	-	-	-0.008
TCGA-32-5222	FRG1B	-	-	0.034
TCGA-32-5222	GATA3	-	-	-0.014
TCGA-32-5222	GNAI1	-	-	0.562
TCGA-32-5222	GNAS	-	-	0.919
TCGA-32-5222	GOLGA5	-	-	-0.079
TCGA-32-5222	GOT2	-	-	-0.094
TCGA-32-5222	GPHN	-	-	0.835
TCGA-32-5222	GPS2	-	-	0.154
TCGA-32-5222	H3F3C	-	-	-0.292
TCGA-32-5222	HGF	-	-	0.002
TCGA-32-5222	HLA-A	-	-	-0.034
TCGA-32-5222	HMGXB4	-	-	0.742
TCGA-32-5222	HRAS	-	-	0.415
TCGA-32-5222	HSPA8	-	-	0.933
TCGA-32-5222	HUWE1	-	-	-1.614
TCGA-32-5222	IDH1	-	-	0.233
TCGA-32-5222	IDH2	-	-	-0.31
TCGA-32-5222	IRS2	-	-	0.482
TCGA-32-5222	KDM5C	-	-	-1.435
TCGA-32-5222	KEAP1	-	-	0.746
TCGA-32-5222	KIFC3	-	-	-0.141
TCGA-32-5222	KIT	-	-	-0.003
TCGA-32-5222	KRAS	-	-	0.078
TCGA-32-5222	LEPR	-	-	0.133
TCGA-32-5222	LIFR	-	-	2.924
TCGA-32-5222	LPP	-	-	-0.876
TCGA-32-5222	LUM	-	-	-0.289
TCGA-32-5222	LZTR1	-	-	-0.548
TCGA-32-5222	MALAT1	-	-	-0.043
TCGA-32-5222	MAP2K4	-	-	0.023
TCGA-32-5222	MAP3K3	-	-	-0.632
TCGA-32-5222	MAPK8IP1	-	-	2.215
TCGA-32-5222	MATK	-	-	0.228
TCGA-32-5222	MDM2	-	-	0.036
TCGA-32-5222	MDM4	-	-	-0.162
TCGA-32-5222	METTL14	-	-	-0.312
TCGA-32-5222	MN1	-	-	-0.208
TCGA-32-5222	MTOR	-	-	-0.425
TCGA-32-5222	NAV3	-	-	0.418
TCGA-32-5222	NBPF10	-	-	-0.192
TCGA-32-5222	NCOA4	-	-	-0.443
TCGA-32-5222	NF1	-	-	-0.697
TCGA-32-5222	NFE2L2	-	-	0.05
TCGA-32-5222	NLRP3	-	-	0.296
TCGA-32-5222	NOTCH1	-	-	-0.172
TCGA-32-5222	NR4A2	-	-	-0.149
TCGA-32-5222	PCBP1	-	-	-1.259
TCGA-32-5222	PDGFRA	0	2	0.606
TCGA-32-5222	PIK3CA	-	-	0.001
TCGA-32-5222	PIK3CG	-	-	0.218
TCGA-32-5222	PIK3R1	-	-	0.147
TCGA-32-5222	PIP5K1A	-	-	0.854
TCGA-32-5222	PLCG1	-	-	1.384
TCGA-32-5222	PPP2R1A	-	-	0.549
TCGA-32-5222	PTEN	1	-	-0.427
TCGA-32-5222	RAC1	-	-	1.35
TCGA-32-5222	RANBP2	-	-	-1.027
TCGA-32-5222	RANBP3	-	-	0.112
TCGA-32-5222	RB1	-	-	2.179
TCGA-32-5222	RBMX	-	-	1.379
TCGA-32-5222	RHEB	-	-	1.887
TCGA-32-5222	RHOA	-	-	1.48
TCGA-32-5222	RPL5	-	-	1.242
TCGA-32-5222	RPSAP58	-	-	1.139
TCGA-32-5222	RUNX1	-	-	-0.505
TCGA-32-5222	RXRA	-	-	-0.967
TCGA-32-5222	SMAD2	-	-	1.17
TCGA-32-5222	SMC1A	-	-	-1.036
TCGA-32-5222	SPATA6	-	-	10.813
TCGA-32-5222	SPEN	-	-	-0.808
TCGA-32-5222	SPOP	-	-	1.68
TCGA-32-5222	STAG2	1	-	1.064
TCGA-32-5222	STK11	-	-	-0.482
TCGA-32-5222	SYNE1	-	-	-0.241
TCGA-32-5222	TBL1XR1	-	-	-0.564
TCGA-32-5222	TBX3	-	-	-0.122
TCGA-32-5222	TCF12	-	-	3.2
TCGA-32-5222	TCF7	-	-	-0.236
TCGA-32-5222	TET2	-	-	-0.108
TCGA-32-5222	TFDP1	-	-	-0.249
TCGA-32-5222	TGFBR2	-	-	-0.288
TCGA-32-5222	TGIF1	-	-	0.759
TCGA-32-5222	TJP2	-	-	-0.384
TCGA-32-5222	TNFRSF10C	-	-	0.107
TCGA-32-5222	TOM1	-	-	-0.582
TCGA-32-5222	TP53	-	-	-0.288
TCGA-32-5222	U2AF1	-	-	0.194
TCGA-32-5222	WT1	-	-	-0.01
TCGA-32-5222	ZFP36L1	-	-	-0.471
TCGA-32-5222	ZFP36L2	-	-	0.021
TCGA-32-5222	ZNF132	-	-	1.762
TCGA-32-5222	ZNF300	-	-	1.993
TCGA-32-5222	ZNF814	-	-	0.037
TCGA-32-5222	ZNF844	-	-	0.232
TCGA-41-3915	ABCB1	-	-	0.25
TCGA-41-3915	ACVR1B	-	-	-0.296
TCGA-41-3915	ADCY1	-	-	0.084
TCGA-41-3915	ADORA2A	-	-	-0.144
TCGA-41-3915	AHNAK2	1	-	0.005
TCGA-41-3915	AKAP9	-	-	-0.4
TCGA-41-3915	AKD1	-	-	0.138
TCGA-41-3915	AKT1	-	-	0.129
TCGA-41-3915	AMPH	-	-	0.418
TCGA-41-3915	APAF1	-	-	-0.023
TCGA-41-3915	BCOR	-	-	-0.772
TCGA-41-3915	BRAF	-	-	-0.58
TCGA-41-3915	BRCA1	-	-	0.232
TCGA-41-3915	BRCA2	-	-	-0.229
TCGA-41-3915	CAD	-	-	-0.36
TCGA-41-3915	CASP8	-	-	-0.937
TCGA-41-3915	CAST	-	-	-0.754
TCGA-41-3915	CBFB	-	-	-0.252
TCGA-41-3915	CCND1	-	-	-0.353
TCGA-41-3915	CDKN2A	-	-	1.536
TCGA-41-3915	CDKN2C	-	-	2.643
TCGA-41-3915	CEBPA	-	-	0.175
TCGA-41-3915	CENPF	-	-	-0.23
TCGA-41-3915	CFH	-	-	-0.162
TCGA-41-3915	CHD4	-	-	-0.758
TCGA-41-3915	CHD8	-	-	-0.942
TCGA-41-3915	CREM	-	-	0.604
TCGA-41-3915	CRTC3	-	-	0.227
TCGA-41-3915	CTCF	-	-	-0.855
TCGA-41-3915	CUL1	-	-	-0.286
TCGA-41-3915	DHX9	-	-	-1.049
TCGA-41-3915	DICER1	-	-	0.046
TCGA-41-3915	DMD	-	-	2.626
TCGA-41-3915	DNMT3A	-	-	-0.486
TCGA-41-3915	EGFR	-	-	-0.02
TCGA-41-3915	EIF4A2	-	-	-0.138
TCGA-41-3915	ELF3	-	-	-0.728
TCGA-41-3915	ERCC2	-	-	0.606
TCGA-41-3915	EWSR1	-	-	-1.1
TCGA-41-3915	EZH2	-	-	0.308
TCGA-41-3915	FANCA	-	-	-0.256
TCGA-41-3915	FBN2	-	-	0.178
TCGA-41-3915	FBXO11	-	-	0.424
TCGA-41-3915	FES	-	-	0.084
TCGA-41-3915	FGFR3	-	-	0.107
TCGA-41-3915	FLT3	-	-	-0.004
TCGA-41-3915	FOXA2	-	-	-0.008
TCGA-41-3915	FRG1B	1	-	0.255
TCGA-41-3915	GATA3	-	-	-0.012
TCGA-41-3915	GNAI1	-	-	0.677
TCGA-41-3915	GNAS	-	-	-0.061
TCGA-41-3915	GOLGA5	-	-	-0.44
TCGA-41-3915	GOT2	-	-	-0.63
TCGA-41-3915	GPHN	-	-	0.364
TCGA-41-3915	GPS2	-	-	-0.582
TCGA-41-3915	H3F3C	-	-	-0.341
TCGA-41-3915	HGF	-	-	0.116
TCGA-41-3915	HLA-A	-	-	-0.161
TCGA-41-3915	HMGXB4	-	-	-0.481
TCGA-41-3915	HRAS	-	-	0.278
TCGA-41-3915	HSPA8	-	-	-0.552
TCGA-41-3915	HUWE1	-	-	-0.679
TCGA-41-3915	IDH1	-	-	0.095
TCGA-41-3915	IDH2	-	-	-0.178
TCGA-41-3915	IRS2	-	-	1.356
TCGA-41-3915	KDM5C	-	-	-0.564
TCGA-41-3915	KEAP1	-	-	0.668
TCGA-41-3915	KIFC3	-	-	0.921
TCGA-41-3915	KIT	-	-	-0.013
TCGA-41-3915	KRAS	-	-	-0.229
TCGA-41-3915	LEPR	-	-	-0.143
TCGA-41-3915	LIFR	-	-	2.247
TCGA-41-3915	LPP	-	-	-0.628
TCGA-41-3915	LUM	-	-	-0.182
TCGA-41-3915	LZTR1	-	-	-0.426
TCGA-41-3915	MALAT1	-	-	0.008
TCGA-41-3915	MAP2K4	-	-	-0.46
TCGA-41-3915	MAP3K3	-	-	0.128
TCGA-41-3915	MAPK8IP1	-	-	2.728
TCGA-41-3915	MATK	-	-	-0.18
TCGA-41-3915	MDM2	-	-	-0.067
TCGA-41-3915	MDM4	-	-	0.094
TCGA-41-3915	METTL14	-	-	-0.063
TCGA-41-3915	MN1	-	-	-0.049
TCGA-41-3915	MTOR	-	-	-0.564
TCGA-41-3915	NAV3	-	-	0.304
TCGA-41-3915	NBPF10	1	-	-0.152
TCGA-41-3915	NCOA4	-	-	-0.478
TCGA-41-3915	NF1	-	-	0.328
TCGA-41-3915	NFE2L2	-	-	0.274
TCGA-41-3915	NLRP3	-	-	0.195
TCGA-41-3915	NOTCH1	-	-	1.069
TCGA-41-3915	NR4A2	-	-	-0.133
TCGA-41-3915	PCBP1	-	-	-0.983
TCGA-41-3915	PDGFRA	-	-	0.774
TCGA-41-3915	PIK3CA	-	-	-0.158
TCGA-41-3915	PIK3CG	-	-	0.137
TCGA-41-3915	PIK3R1	1	-	0.452
TCGA-41-3915	PIP5K1A	-	-	-0.262
TCGA-41-3915	PLCG1	-	-	1.126
TCGA-41-3915	PPP2R1A	-	-	0.186
TCGA-41-3915	PTEN	1	-	0.082
TCGA-41-3915	RAC1	-	-	0.103
TCGA-41-3915	RANBP2	-	-	-0.872
TCGA-41-3915	RANBP3	-	-	1.051
TCGA-41-3915	RB1	0	-2	0.096
TCGA-41-3915	RBMX	-	-	-0.404
TCGA-41-3915	RHEB	-	-	0.19
TCGA-41-3915	RHOA	-	-	1.743
TCGA-41-3915	RPL5	-	-	-0.638
TCGA-41-3915	RPSAP58	-	-	0.324
TCGA-41-3915	RUNX1	-	-	-0.256
TCGA-41-3915	RXRA	-	-	0.728
TCGA-41-3915	SMAD2	-	-	0.39
TCGA-41-3915	SMC1A	-	-	-0.582
TCGA-41-3915	SPATA6	-	-	2.594
TCGA-41-3915	SPEN	-	-	-0.246
TCGA-41-3915	SPOP	-	-	1.378
TCGA-41-3915	STAG2	-	-	0.126
TCGA-41-3915	STK11	-	-	0.385
TCGA-41-3915	SYNE1	-	-	0.67
TCGA-41-3915	TBL1XR1	-	-	-0.506
TCGA-41-3915	TBX3	-	-	-0.166
TCGA-41-3915	TCF12	-	-	1.015
TCGA-41-3915	TCF7	-	-	-0.258
TCGA-41-3915	TET2	-	-	-0.087
TCGA-41-3915	TFDP1	-	-	-0.403
TCGA-41-3915	TGFBR2	-	-	0.104
TCGA-41-3915	TGIF1	-	-	-0.165
TCGA-41-3915	TJP2	-	-	0.436
TCGA-41-3915	TNFRSF10C	-	-	0.362
TCGA-41-3915	TOM1	-	-	-0.114
TCGA-41-3915	TP53	-	-	-0.449
TCGA-41-3915	U2AF1	-	-	0.145
TCGA-41-3915	WT1	-	-	0.008
TCGA-41-3915	ZFP36L1	-	-	0.497
TCGA-41-3915	ZFP36L2	-	-	0.251
TCGA-41-3915	ZNF132	-	-	1.966
TCGA-41-3915	ZNF300	-	-	2.035
TCGA-41-3915	ZNF814	-	-	0.222
TCGA-41-3915	ZNF844	-	-	0.563
TCGA-41-4097	ABCB1	-	-	0.56
TCGA-41-4097	ACVR1B	-	-	-0.621
TCGA-41-4097	ADCY1	-	-	0.17
TCGA-41-4097	ADORA2A	-	-	0.006
TCGA-41-4097	AHNAK2	1	-	0.014
TCGA-41-4097	AKAP9	-	-	-0.353
TCGA-41-4097	AKD1	-	-	-0.382
TCGA-41-4097	AKT1	-	-	-0.531
TCGA-41-4097	AMPH	-	-	1.733
TCGA-41-4097	APAF1	-	-	0.016
TCGA-41-4097	BCOR	-	-	-0.968
TCGA-41-4097	BRAF	-	-	-0.738
TCGA-41-4097	BRCA1	-	-	-0.483
TCGA-41-4097	BRCA2	-	-	-0.315
TCGA-41-4097	CAD	-	-	-0.386
TCGA-41-4097	CASP8	-	-	-0.545
TCGA-41-4097	CAST	-	-	-0.276
TCGA-41-4097	CBFB	-	-	-0.63
TCGA-41-4097	CCND1	-	-	-0.2
TCGA-41-4097	CDKN2A	-	-	-0.076
TCGA-41-4097	CDKN2C	-	-	0.245
TCGA-41-4097	CEBPA	-	-	0.241
TCGA-41-4097	CENPF	-	-	-0.587
TCGA-41-4097	CFH	-	-	0.785
TCGA-41-4097	CHD4	-	-	-0.407
TCGA-41-4097	CHD8	-	-	-0.921
TCGA-41-4097	CREM	-	-	-0.153
TCGA-41-4097	CRTC3	-	-	0.352
TCGA-41-4097	CTCF	-	-	-0.979
TCGA-41-4097	CUL1	-	-	-0.595
TCGA-41-4097	DHX9	-	-	-1.127
TCGA-41-4097	DICER1	-	-	-0.42
TCGA-41-4097	DMD	-	-	2.357
TCGA-41-4097	DNMT3A	-	-	-0.217
TCGA-41-4097	EGFR	-	-	0.381
TCGA-41-4097	EIF4A2	-	-	-0.207
TCGA-41-4097	ELF3	-	-	-0.727
TCGA-41-4097	ERCC2	-	-	0.033
TCGA-41-4097	EWSR1	-	-	-0.443
TCGA-41-4097	EZH2	-	-	-0.567
TCGA-41-4097	FANCA	-	-	-0.491
TCGA-41-4097	FBN2	1	-	0.008
TCGA-41-4097	FBXO11	-	-	0.053
TCGA-41-4097	FES	-	-	0.559
TCGA-41-4097	FGFR3	-	-	1.061
TCGA-41-4097	FLT3	-	-	0.01
TCGA-41-4097	FOXA2	-	-	-0.008
TCGA-41-4097	FRG1B	-	-	-0.467
TCGA-41-4097	GATA3	-	-	-0.003
TCGA-41-4097	GNAI1	-	-	-0.21
TCGA-41-4097	GNAS	-	-	0.106
TCGA-41-4097	GOLGA5	-	-	-1.15
TCGA-41-4097	GOT2	-	-	0.268
TCGA-41-4097	GPHN	-	-	-0.126
TCGA-41-4097	GPS2	-	-	0.068
TCGA-41-4097	H3F3C	-	-	-0.289
TCGA-41-4097	HGF	-	-	0.463
TCGA-41-4097	HLA-A	-	-	-0.302
TCGA-41-4097	HMGXB4	-	-	-0.975
TCGA-41-4097	HRAS	-	-	0.643
TCGA-41-4097	HSPA8	-	-	-0.018
TCGA-41-4097	HUWE1	-	-	-0.395
TCGA-41-4097	IDH1	-	-	-0.023
TCGA-41-4097	IDH2	-	-	-0.312
TCGA-41-4097	IRS2	-	-	1.881
TCGA-41-4097	KDM5C	-	-	1.089
TCGA-41-4097	KEAP1	-	-	0.233
TCGA-41-4097	KIFC3	-	-	1.734
TCGA-41-4097	KIT	-	-	-0.033
TCGA-41-4097	KRAS	-	-	-0.286
TCGA-41-4097	LEPR	-	-	-0.133
TCGA-41-4097	LIFR	-	-	1.826
TCGA-41-4097	LPP	-	-	-0.731
TCGA-41-4097	LUM	-	-	-0.188
TCGA-41-4097	LZTR1	-	-	1.306
TCGA-41-4097	MALAT1	-	-	0.043
TCGA-41-4097	MAP2K4	-	-	0.727
TCGA-41-4097	MAP3K3	-	-	0.065
TCGA-41-4097	MAPK8IP1	-	-	2.194
TCGA-41-4097	MATK	-	-	0.206
TCGA-41-4097	MDM2	-	-	0.155
TCGA-41-4097	MDM4	-	-	0.007
TCGA-41-4097	METTL14	-	-	-0.249
TCGA-41-4097	MN1	-	-	-0.034
TCGA-41-4097	MTOR	-	-	-0.139
TCGA-41-4097	NAV3	-	-	1.166
TCGA-41-4097	NBPF10	-	-	-0.1
TCGA-41-4097	NCOA4	-	-	-0.464
TCGA-41-4097	NF1	1	-	-1.053
TCGA-41-4097	NFE2L2	-	-	0.112
TCGA-41-4097	NLRP3	-	-	0.281
TCGA-41-4097	NOTCH1	-	-	0.771
TCGA-41-4097	NR4A2	-	-	-0.226
TCGA-41-4097	PCBP1	-	-	-0.815
TCGA-41-4097	PDGFRA	-	-	0.055
TCGA-41-4097	PIK3CA	-	-	-0.01
TCGA-41-4097	PIK3CG	-	-	0.14
TCGA-41-4097	PIK3R1	-	-	0.916
TCGA-41-4097	PIP5K1A	-	-	-0.512
TCGA-41-4097	PLCG1	-	-	3.146
TCGA-41-4097	PPP2R1A	-	-	-0.111
TCGA-41-4097	PTEN	1	-	-0.276
TCGA-41-4097	RAC1	-	-	-0.437
TCGA-41-4097	RANBP2	-	-	-0.407
TCGA-41-4097	RANBP3	-	-	0.817
TCGA-41-4097	RB1	-	-	0.022
TCGA-41-4097	RBMX	-	-	-1.123
TCGA-41-4097	RHEB	-	-	-0.386
TCGA-41-4097	RHOA	-	-	0.37
TCGA-41-4097	RPL5	-	-	-1.033
TCGA-41-4097	RPSAP58	-	-	-0.209
TCGA-41-4097	RUNX1	-	-	-0.208
TCGA-41-4097	RXRA	-	-	-0.064
TCGA-41-4097	SMAD2	-	-	-0.443
TCGA-41-4097	SMC1A	-	-	-0.528
TCGA-41-4097	SPATA6	-	-	1.805
TCGA-41-4097	SPEN	-	-	-0.319
TCGA-41-4097	SPOP	-	-	0.598
TCGA-41-4097	STAG2	1	-	-0.551
TCGA-41-4097	STK11	-	-	0.258
TCGA-41-4097	SYNE1	-	-	0.566
TCGA-41-4097	TBL1XR1	-	-	-0.601
TCGA-41-4097	TBX3	-	-	-0.12
TCGA-41-4097	TCF12	-	-	2.557
TCGA-41-4097	TCF7	-	-	-0.052
TCGA-41-4097	TET2	-	-	-0.124
TCGA-41-4097	TFDP1	-	-	-0.461
TCGA-41-4097	TGFBR2	-	-	0.065
TCGA-41-4097	TGIF1	-	-	-0.722
TCGA-41-4097	TJP2	-	-	-0.485
TCGA-41-4097	TNFRSF10C	-	-	1.563
TCGA-41-4097	TOM1	-	-	-0.369
TCGA-41-4097	TP53	-	-	-0.125
TCGA-41-4097	U2AF1	-	-	-0.476
TCGA-41-4097	WT1	-	-	-0.008
TCGA-41-4097	ZFP36L1	-	-	-0.331
TCGA-41-4097	ZFP36L2	-	-	0.111
TCGA-41-4097	ZNF132	-	-	2.022
TCGA-41-4097	ZNF300	-	-	0.144
TCGA-41-4097	ZNF814	-	-	0.077
TCGA-41-4097	ZNF844	-	-	0.257
TCGA-41-5651	ABCB1	-	-	0.472
TCGA-41-5651	ACVR1B	-	-	-0.501
TCGA-41-5651	ADCY1	-	-	0.498
TCGA-41-5651	ADORA2A	-	-	-0.056
TCGA-41-5651	AHNAK2	1	-	-0.179
TCGA-41-5651	AKAP9	-	-	-0.193
TCGA-41-5651	AKD1	-	-	0.707
TCGA-41-5651	AKT1	-	-	-0.06
TCGA-41-5651	AMPH	-	-	3.219
TCGA-41-5651	APAF1	-	-	0.288
TCGA-41-5651	BCOR	-	-	0.629
TCGA-41-5651	BRAF	-	-	-0.581
TCGA-41-5651	BRCA1	-	-	0.561
TCGA-41-5651	BRCA2	-	-	0.109
TCGA-41-5651	CAD	-	-	0.207
TCGA-41-5651	CASP8	-	-	-1.343
TCGA-41-5651	CAST	-	-	-1.26
TCGA-41-5651	CBFB	-	-	-0.52
TCGA-41-5651	CCND1	-	-	0.521
TCGA-41-5651	CDKN2A	-	-	1.079
TCGA-41-5651	CDKN2C	-	-	5.256
TCGA-41-5651	CEBPA	-	-	-0.2
TCGA-41-5651	CENPF	-	-	1.614
TCGA-41-5651	CFH	-	-	-0.423
TCGA-41-5651	CHD4	-	-	0.755
TCGA-41-5651	CHD8	-	-	0.569
TCGA-41-5651	CREM	-	-	-0.463
TCGA-41-5651	CRTC3	-	-	-0.481
TCGA-41-5651	CTCF	-	-	1.613
TCGA-41-5651	CUL1	-	-	0.989
TCGA-41-5651	DHX9	-	-	1.362
TCGA-41-5651	DICER1	-	-	-0.507
TCGA-41-5651	DMD	-	-	0.367
TCGA-41-5651	DNMT3A	-	-	-0.118
TCGA-41-5651	EGFR	-	-	0.151
TCGA-41-5651	EIF4A2	-	-	0.228
TCGA-41-5651	ELF3	-	-	-0.726
TCGA-41-5651	ERCC2	-	-	-0.292
TCGA-41-5651	EWSR1	-	-	0.717
TCGA-41-5651	EZH2	-	-	1.517
TCGA-41-5651	FANCA	-	-	-0.425
TCGA-41-5651	FBN2	-	-	-0.027
TCGA-41-5651	FBXO11	-	-	1.188
TCGA-41-5651	FES	-	-	-0.35
TCGA-41-5651	FGFR3	-	-	0.062
TCGA-41-5651	FLT3	-	-	-0.005
TCGA-41-5651	FOXA2	-	-	-0.006
TCGA-41-5651	FRG1B	-	-	-0.324
TCGA-41-5651	GATA3	-	-	-0.013
TCGA-41-5651	GNAI1	-	-	3.548
TCGA-41-5651	GNAS	-	-	1.153
TCGA-41-5651	GOLGA5	-	-	-0.449
TCGA-41-5651	GOT2	-	-	0.001
TCGA-41-5651	GPHN	-	-	1.869
TCGA-41-5651	GPS2	-	-	-0.531
TCGA-41-5651	H3F3C	-	-	-0.408
TCGA-41-5651	HGF	-	-	0.028
TCGA-41-5651	HLA-A	-	-	-0.46
TCGA-41-5651	HMGXB4	-	-	0.511
TCGA-41-5651	HRAS	-	-	0.408
TCGA-41-5651	HSPA8	-	-	0.312
TCGA-41-5651	HUWE1	-	-	-0.626
TCGA-41-5651	IDH1	-	-	0.043
TCGA-41-5651	IDH2	-	-	-0.509
TCGA-41-5651	IRS2	-	-	1.092
TCGA-41-5651	KDM5C	-	-	0.912
TCGA-41-5651	KEAP1	-	-	1.45
TCGA-41-5651	KIFC3	-	-	0.514
TCGA-41-5651	KIT	-	-	0.138
TCGA-41-5651	KRAS	-	-	-0.109
TCGA-41-5651	LEPR	-	-	-0.331
TCGA-41-5651	LIFR	-	-	1.925
TCGA-41-5651	LPP	-	-	-0.998
TCGA-41-5651	LUM	-	-	-0.32
TCGA-41-5651	LZTR1	-	-	0.218
TCGA-41-5651	MALAT1	-	-	-0.023
TCGA-41-5651	MAP2K4	-	-	0.275
TCGA-41-5651	MAP3K3	-	-	-0.43
TCGA-41-5651	MAPK8IP1	-	-	4.178
TCGA-41-5651	MATK	-	-	-0.004
TCGA-41-5651	MDM2	-	-	-0.098
TCGA-41-5651	MDM4	-	-	0.11
TCGA-41-5651	METTL14	-	-	-0.095
TCGA-41-5651	MN1	-	-	0.413
TCGA-41-5651	MTOR	-	-	0.142
TCGA-41-5651	NAV3	-	-	0.674
TCGA-41-5651	NBPF10	-	-	0.028
TCGA-41-5651	NCOA4	-	-	-0.874
TCGA-41-5651	NF1	-	-	-0.289
TCGA-41-5651	NFE2L2	-	-	-0.157
TCGA-41-5651	NLRP3	-	-	-0.106
TCGA-41-5651	NOTCH1	-	-	3.029
TCGA-41-5651	NR4A2	-	-	0.019
TCGA-41-5651	PCBP1	-	-	-0.996
TCGA-41-5651	PDGFRA	-	-	0.59
TCGA-41-5651	PIK3CA	1	-	-0.174
TCGA-41-5651	PIK3CG	-	-	-0.173
TCGA-41-5651	PIK3R1	-	-	1.819
TCGA-41-5651	PIP5K1A	-	-	0.17
TCGA-41-5651	PLCG1	-	-	3.222
TCGA-41-5651	PPP2R1A	-	-	-0.516
TCGA-41-5651	PTEN	-	-	-1.285
TCGA-41-5651	RAC1	-	-	0.228
TCGA-41-5651	RANBP2	-	-	-0.722
TCGA-41-5651	RANBP3	-	-	3.172
TCGA-41-5651	RB1	-	-	0.047
TCGA-41-5651	RBMX	-	-	1.527
TCGA-41-5651	RHEB	-	-	0.448
TCGA-41-5651	RHOA	-	-	-0.486
TCGA-41-5651	RPL5	-	-	-0.12
TCGA-41-5651	RPSAP58	-	-	0.69
TCGA-41-5651	RUNX1	-	-	-0.575
TCGA-41-5651	RXRA	-	-	0.032
TCGA-41-5651	SMAD2	-	-	-0.296
TCGA-41-5651	SMC1A	-	-	0.804
TCGA-41-5651	SPATA6	-	-	0.746
TCGA-41-5651	SPEN	-	-	0.424
TCGA-41-5651	SPOP	-	-	0.665
TCGA-41-5651	STAG2	-	-	-0.119
TCGA-41-5651	STK11	-	-	0.824
TCGA-41-5651	SYNE1	-	-	0.701
TCGA-41-5651	TBL1XR1	-	-	-0.644
TCGA-41-5651	TBX3	-	-	-0.135
TCGA-41-5651	TCF12	-	-	7.67
TCGA-41-5651	TCF7	-	-	-0.392
TCGA-41-5651	TET2	-	-	0.043
TCGA-41-5651	TFDP1	-	-	-0.503
TCGA-41-5651	TGFBR2	-	-	-0.548
TCGA-41-5651	TGIF1	-	-	-1.181
TCGA-41-5651	TJP2	-	-	-0.562
TCGA-41-5651	TNFRSF10C	-	-	-0.268
TCGA-41-5651	TOM1	-	-	-0.398
TCGA-41-5651	TP53	1	-	-0.187
TCGA-41-5651	U2AF1	-	-	0.848
TCGA-41-5651	WT1	-	-	-0.01
TCGA-41-5651	ZFP36L1	-	-	-0.891
TCGA-41-5651	ZFP36L2	-	-	-0.308
TCGA-41-5651	ZNF132	-	-	2.007
TCGA-41-5651	ZNF300	-	-	4.007
TCGA-41-5651	ZNF814	-	-	0.168
TCGA-41-5651	ZNF844	-	-	0.5
TCGA-76-4926	ABCB1	-	-	0.721
TCGA-76-4926	ACVR1B	-	-	-0.3
TCGA-76-4926	ADCY1	-	-	0.287
TCGA-76-4926	ADORA2A	-	-	-0.189
TCGA-76-4926	AHNAK2	-	-	-0.108
TCGA-76-4926	AKAP9	-	-	-0.32
TCGA-76-4926	AKD1	-	-	1.626
TCGA-76-4926	AKT1	-	-	-0.267
TCGA-76-4926	AMPH	-	-	2.006
TCGA-76-4926	APAF1	-	-	-0.238
TCGA-76-4926	BCOR	-	-	-1.245
TCGA-76-4926	BRAF	-	-	-0.471
TCGA-76-4926	BRCA1	-	-	1.645
TCGA-76-4926	BRCA2	-	-	-0.238
TCGA-76-4926	CAD	-	-	-0.537
TCGA-76-4926	CASP8	-	-	-0.827
TCGA-76-4926	CAST	-	-	-0.059
TCGA-76-4926	CBFB	-	-	-0.156
TCGA-76-4926	CCND1	-	-	-0.381
TCGA-76-4926	CDKN2A	0	-2	-0.077
TCGA-76-4926	CDKN2C	-	-	2.003
TCGA-76-4926	CEBPA	-	-	-0.077
TCGA-76-4926	CENPF	-	-	-0.384
TCGA-76-4926	CFH	-	-	0.004
TCGA-76-4926	CHD4	-	-	-0.59
TCGA-76-4926	CHD8	-	-	-0.127
TCGA-76-4926	CREM	-	-	0.037
TCGA-76-4926	CRTC3	-	-	0.896
TCGA-76-4926	CTCF	-	-	-0.092
TCGA-76-4926	CUL1	-	-	0.708
TCGA-76-4926	DHX9	-	-	0.382
TCGA-76-4926	DICER1	-	-	-0.227
TCGA-76-4926	DMD	-	-	3.025
TCGA-76-4926	DNMT3A	-	-	-0.376
TCGA-76-4926	EGFR	1	2	0.933
TCGA-76-4926	EIF4A2	-	-	-0.016
TCGA-76-4926	ELF3	-	-	-0.729
TCGA-76-4926	ERCC2	-	-	-0.171
TCGA-76-4926	EWSR1	-	-	-0.269
TCGA-76-4926	EZH2	-	-	0.548
TCGA-76-4926	FANCA	-	-	-0.328
TCGA-76-4926	FBN2	-	-	0.358
TCGA-76-4926	FBXO11	-	-	1.256
TCGA-76-4926	FES	-	-	-0.052
TCGA-76-4926	FGFR3	-	-	1.064
TCGA-76-4926	FLT3	-	-	-0.005
TCGA-76-4926	FOXA2	-	-	-0.003
TCGA-76-4926	FRG1B	-	-	0.574
TCGA-76-4926	GATA3	-	-	-0.014
TCGA-76-4926	GNAI1	-	-	-0.29
TCGA-76-4926	GNAS	-	-	0.098
TCGA-76-4926	GOLGA5	-	-	-0.363
TCGA-76-4926	GOT2	-	-	-0.163
TCGA-76-4926	GPHN	-	-	1.061
TCGA-76-4926	GPS2	-	-	0.034
